Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015831512.1	4471	0.29765	4471	0.124842	4471	0.560813	4471	0.631865	4471	1.6823	4471	4.70497	4471	1.34002	4471	2.58432	4471	6.84351	4471	5.64966	4471	10.2238	4471	3.3732	4471	5.41032	4471	2.76861
XM_015831513.1	4098	34.2967	4098	6.60556	4098	9.63707	4098	19.6605	4098	4.66576	4098	34.0751	4098	24.4104	4098	30.0888	4098	18.6166	4098	7.29857	4098	19.3844	4098	18.8068	4098	13.7796	4098	16.7846
XM_015831514.1	1810	8.77814	1810	13.2483	1810	19.6075	1810	7.54908	1810	21.5415	1810	5.16706	1810	10.4074	1810	0	1810	18.8101	1810	0	1810	18.564	1810	0	1810	0	1810	27.9597
XM_015831515.1	5037	28.0909	5037	1.52656	5037	14.7837	5037	2.44293	5037	10.0121	5037	30.5297	5037	5.63338	5037	23.7244	5037	20.5919	5037	7.12476	5037	25.2779	5037	17.7893	5037	17.7888	5037	15.7678
XM_015831516.1	1750	8.18997	1750	11.6372	1750	14.0267	1750	42.7614	1750	3.62	1750	39.2056	1750	39.1915	1750	46.7266	1750	4.74527	1750	27.7036	1750	7.73192	1750	14.9568	1750	27.5813	1750	9.61984
XM_015831517.1	1534	57.9687	1534	48.4372	1534	94.3984	1534	124.773	1534	64.5387	1534	27.886	1534	44.4714	1534	42.0834	1534	148.438	1534	22.6738	1534	31.7703	1534	25.6895	1534	30.6465	1534	46.8603
XM_015831518.1	3602	7.73661	3602	4.6908	3602	14.8767	3602	19.4664	3602	7.60988	3602	27.4394	3602	20.3275	3602	29.8739	3602	31.1682	3602	15.4051	3602	14.5601	3602	11.2745	3602	12.3101	3602	12.3324
XM_015831519.1	1427	183.972	1427	12.5301	1427	33.4403	1427	52.1578	1427	11.7835	1427	67.9476	1427	46.3723	1427	45.2356	1427	64.1531	1427	69.6103	1427	32.3564	1427	37.371	1427	25.7344	1427	20.7166
XM_015831520.1	1532	3.12115	1532	4.83771	1532	18.508	1532	16.4613	1532	5.70463	1532	9.01533	1532	14.2025	1532	21.5545	1532	10.7096	1532	26.6146	1532	81.641	1532	76.7765	1532	84.3995	1532	42.9596
XM_015831521.1	2959	1.71965	2959	0.769113	2959	5.52384	2959	0.446607	2959	2.24633	2959	24.2605	2959	7.70028	2959	27.8743	2959	18.4186	2959	2.76684	2959	12.2998	2959	9.05962	2959	10.5866	2959	6.55289
XM_015831522.1	2574	0.753355	2574	0.185785	2574	0.479402	2574	1.13047	2574	0.133589	2574	2.7817	2574	0.587341	2574	2.94329	2574	8.40884	2574	2.34868	2574	2.86058	2574	1.84397	2574	1.66454	2574	5.61905
XM_015831523.1	2355	0.731117	2355	0.286049	2355	1.10261	2355	0.725532	2355	0.0367334	2355	0	2355	0.0403446	2355	0	2355	50.9307	2355	0	2355	0.251477	2355	0	2355	0.385164	2355	13.8674
XM_015831524.1	726	1.89525	726	0	726	2.99288	726	0	726	19.5817	726	69.2986	726	35.5499	726	55.4232	726	1.26576	726	0	726	62.0454	726	44.0229	726	82.1011	726	0
XM_015831525.1	2877	37.0853	2877	7.13092	2877	9.6396	2877	22.6303	2877	14.8346	2877	28.9213	2877	17.5925	2877	27.6462	2877	33.6236	2877	25.645	2877	9.15786	2877	10.253	2877	10.6707	2877	26.1211
XM_015831526.1	977	0.786987	977	6.80608	977	35.6764	977	62.011	977	7.31759	977	438.412	977	14.2407	977	29.6995	977	1.85453	977	1.54043	977	7.32217	977	6.9905	977	10.7471	977	13.2163
XM_015831527.1	2279	0	2279	3.55569	2279	0.744945	2279	0.859059	2279	0	2279	0	2279	0	2279	0	2279	0.0377093	2279	0	2279	0	2279	0	2279	0.498607	2279	0
XM_015831528.1	1223	0	1223	0.506254	1223	0.496102	1223	4.83903	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	0	1223	31.9518
XM_015831529.1	3996	1.7284	3996	0.0233834	3996	0.0274062	3996	0.118385	3996	0	3996	0	3996	0	3996	0	3996	20.1117	3996	0	3996	0	3996	0	3996	0	3996	2.23914
XM_015831530.1	1323	0.552476	1323	1.85092	1323	26.7429	1323	0.589247	1323	5.76049	1323	31.4947	1323	4.84197	1323	11.3571	1323	4.39312	1323	31.0593	1323	37.3211	1323	41.8137	1323	37.5844	1323	4.26478
XM_015831531.1	314	0	314	0	314	0	314	2.27832	314	17.5953	314	1.61322	314	4.13786	314	15.3964	314	4.03976	314	0	314	29.2864	314	6.1395	314	22.4894	314	22.0856
XM_015831532.1	3354	46.1758	3354	7.80718	3354	10.3708	3354	68.4248	3354	32.6536	3354	51.2241	3354	21.7589	3354	33.7117	3354	21.2981	3354	7.52627	3354	22.2259	3354	16.1604	3354	14.7868	3354	17.0165
XM_015831533.1	2685	16.946	2685	0.944229	2685	1.10526	2685	2.38392	2685	1.40481	2685	0	2685	0	2685	0	2685	4.05142	2685	0	2685	1.46558	2685	0	2685	0	2685	0
XM_015831534.1	2590	0	2590	0.790656	2590	0.972873	2590	4.4944	2590	0	2590	2.88928	2590	0.255281	2590	1.91892	2590	0	2590	8.90934	2590	0.580584	2590	1.37397	2590	0.783303	2590	4.40709
XM_015831535.1	3089	102.065	3089	0.52061	3089	2.33393	3089	33.9434	3089	5.39387	3089	8.56844	3089	2.75636	3089	7.05986	3089	24.97	3089	14.2845	3089	15.3462	3089	4.94938	3089	4.62582	3089	14.9679
XM_015831536.1	1811	1.8799	1811	0.271639	1811	1.97722	1811	0.828039	1811	0.586276	1811	1.10137	1811	0.321058	1811	0	1811	22.5464	1811	4.50143	1811	0.666731	1811	1.3408	1811	1.53294	1811	10.919
XM_015831537.1	1666	7.39181	1666	0	1666	36.5795	1666	3.93595	1666	0.214274	1666	0.401604	1666	0.351643	1666	0.880349	1666	20.6832	1666	0	1666	0.36505	1666	2.75154	1666	1.11943	1666	2.04554
XM_015831538.1	3215	11.7633	3215	11.1279	3215	7.19449	3215	37.8566	3215	8.86494	3215	18.7442	3215	11.3283	3215	20.53	3215	19.5975	3215	31.5462	3215	9.8719	3215	9.3117	3215	11.2284	3215	18.6446
XM_015831539.1	1460	0.082358	1460	0.275979	1460	0.324262	1460	1.05334	1460	0	1460	0	1460	0	1460	0	1460	0.184266	1460	0	1460	0.422037	1460	0	1460	0	1460	0
XM_015831540.1	836	26.1697	836	8.75601	836	50.6764	836	60.1702	836	12.4372	836	31.2649	836	26.8073	836	24.4557	836	19.6847	836	19.59	836	11.0075	836	1.5979	836	11.4009	836	17.9781
XM_015831541.1	1504	2.15074	1504	0.200209	1504	0.392011	1504	0.084883	1504	0.72046	1504	6.5059	1504	1.24617	1504	2.62652	1504	4.15904	1504	0	1504	2.04209	1504	0	1504	2.19264	1504	6.3388
XM_015831542.1	13018	2.2172	13018	0.91993	13018	1.43599	13018	0.927672	13018	1.00452	13018	9.71843	13018	4.87998	13018	11.4548	13018	2.68476	13018	4.52492	13018	7.86821	13018	4.43455	13018	4.29725	13018	9.73256
XM_015831543.1	2996	9.91916	2996	23.1835	2996	39.645	2996	10.8587	2996	12.563	2996	7.87484	2996	17.6091	2996	16.2257	2996	26.549	2996	39.6923	2996	27.5964	2996	8.64779	2996	17.0172	2996	47.3753
XM_015831544.1	1119	4.69201	1119	25.9064	1119	21.0165	1119	11.5739	1119	25.8519	1119	2.48783	1119	26.1643	1119	24.476	1119	7.65509	1119	12.4012	1119	10.2438	1119	12.5413	1119	15.5181	1119	19.6424
XM_015831545.1	985	213.668	985	30.1131	985	61.057	985	88.2144	985	25.8521	985	86.223	985	87.4956	985	124.829	985	117.157	985	605.828	985	77.1437	985	53.4214	985	63.6147	985	327.269
XM_015831546.1	8131	0.129591	8131	0.207289	8131	0.52084	8131	0.848965	8131	0.970347	8131	3.39262	8131	0.648096	8131	0.915861	8131	2.83943	8131	5.59437	8131	1.73635	8131	0.974869	8131	0.657459	8131	2.11751
XM_015831547.1	911	15.8422	911	13.2557	911	19.8377	911	23.2228	911	40.89	911	15.3254	911	48.2573	911	58.094	911	30.3583	911	73.5075	911	16.9822	911	11.1927	911	21.1239	911	34.9434
XM_015831548.1	1161	0.642097	1161	1.88162	1161	1.47553	1161	3.31359	1161	1.29065	1161	0	1161	1.22788	1161	0	1161	6.85632	1161	4.80896	1161	11.5957	1161	1.91383	1161	3.98096	1161	7.29742
XM_015831549.1	589	15.2677	589	1.04496	589	15.3376	589	6.47785	589	12.8392	589	33.8602	589	39.474	589	36.4236	589	14.8182	589	7.95986	589	7.1365	589	1.8451	589	11.0336	589	8.05523
XM_015831550.1	1197	1.65268	1197	0.605437	1197	2.23783	1197	2.75641	1197	4.98291	1197	4.90303	1197	2.71065	1197	5.50835	1197	25.8597	1197	4.40212	1197	5.92973	1197	5.28336	1197	1.01175	1197	8.18499
XM_015831551.1	1682	1.83903	1682	0	1682	0	1682	6.78922	1682	0.0530045	1682	0	1682	0	1682	0	1682	0.104954	1682	5.46943	1682	0	1682	0	1682	0	1682	25.2397
XM_015831552.1	1192	1.55691	1192	1.47747	1192	5.31516	1192	1.77273	1192	1.01707	1192	2.02833	1192	0.851119	1192	2.5544	1192	24.1287	1192	1.22857	1192	7.0171	1192	2.38872	1192	5.69287	1192	38.1502
XM_015831553.1	1515	0.316037	1515	0.463362	1515	17.1857	1515	2.44148	1515	0.1191	1515	1.33542	1515	0.195185	1515	0	1515	2.4752	1515	0	1515	0.303863	1515	6.3071	1515	0.776794	1515	0.523999
XM_015831554.1	2767	1.51816	2767	0.172032	2767	0.322798	2767	0.915647	2767	1.08228	2767	42.3144	2767	20.3367	2767	49.768	2767	4.32265	2767	4.94719	2767	4.45265	2767	6.51533	2767	6.65487	2767	12.4208
XM_015831555.1	8128	0.205777	8128	0.310482	8128	0.784336	8128	1.32778	8128	1.52654	8128	5.24161	8128	1.01643	8128	6.42561	8128	4.49637	8128	8.65876	8128	2.7427	8128	1.45381	8128	2.70037	8128	3.34403
XM_015831556.1	1575	14.2229	1575	0.624226	1575	5.2863	1575	0.805937	1575	2.33783	1575	7.8911	1575	1.30901	1575	1.38245	1575	27.0906	1575	11.9181	1575	9.7904	1575	8.4742	1575	6.74036	1575	8.34221
XM_015831557.1	271	0.920497	271	2.29188	271	12.7764	271	3.09479	271	2.7779	271	0	271	0	271	0	271	21.7654	271	0	271	3.09183	271	0	271	0	271	32.4863
XM_015831558.1	2039	1.42371	2039	0.334152	2039	0.112045	2039	0.302928	2039	0.686715	2039	4.36669	2039	0.141216	2039	0	2039	4.46456	2039	6.01395	2039	0.513331	2039	0	2039	0.898896	2039	2.27512
XM_015831559.1	1557	8.50592	1557	10.2085	1557	5.80715	1557	2.04099	1557	14.4391	1557	17.2844	1557	12.2468	1557	34.6054	1557	29.7256	1557	11.5199	1557	40.5915	1557	13.6248	1557	26.6802	1557	35.421
XM_015831560.1	2253	0	2253	0	2253	0	2253	0.0543614	2253	0	2253	0	2253	0	2253	0	2253	0	2253	3.93285	2253	0	2253	0	2253	0	2253	2.38511
XM_015831561.1	2966	7.50944	2966	1.66225	2966	38.9076	2966	254.9	2966	10.5429	2966	99.9644	2966	38.4059	2966	89.9906	2966	20.3951	2966	53.8203	2966	81.2537	2966	123.343	2966	114.73	2966	44.9076
XM_015831562.1	2867	1.97571	2867	1.25915	2867	3.96336	2867	9.53072	2867	5.38997	2867	15.2475	2867	8.22251	2867	16.8292	2867	18.6897	2867	9.53285	2867	11.4382	2867	8.95267	2867	8.83375	2867	15.8358
XM_015831563.1	1682	0.0703267	1682	0.235728	1682	0.899654	1682	52.8726	1682	42.5096	1682	280.823	1682	124.289	1682	136.054	1682	1.36441	1682	103.229	1682	340.308	1682	290.651	1682	333.716	1682	123.014
XM_015831564.1	2550	1.96946	2550	0.938255	2550	0.660308	2550	1.52249	2550	0.539728	2550	1.27691	2550	0.778574	2550	0.557364	2550	1.93939	2550	13.0458	2550	4.79586	2550	3.72453	2550	3.27382	2550	4.87857
XM_015831565.1	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0	1768	0
XM_015831566.1	1186	0	1186	0	1186	0	1186	0	1186	0	1186	6.50636	1186	0	1186	0	1186	0.666265	1186	0	1186	0	1186	11.0827	1186	1.22694	1186	0
XM_015831567.1	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0	618	0
XM_015831568.1	5240	9.7661	5240	0.0176574	5240	0.0206886	5240	0.469023	5240	0.0634445	5240	0	5240	0.0175048	5240	0.131676	5240	23.6887	5240	2.70605	5240	0.0546043	5240	0.606151	5240	0	5240	1.26949
XM_015831569.1	925	0	925	0	925	2.44655	925	0	925	0	925	0	925	0	925	0	925	0	925	0	925	0	925	11.4253	925	0	925	0
XM_015831570.1	892	0	892	0	892	1.16432e-06	892	0	892	0	892	29.347	892	0	892	0.595626	892	0.369145	892	0	892	0	892	32.805	892	5.23497	892	2.23931
XM_015831571.1	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0	1732	0
XM_015831572.1	1572	11.3722	1572	1735.97	1572	61.4816	1572	21.2415	1572	108.455	1572	42.5502	1572	28.359	1572	51.5987	1572	99.5993	1572	89.9333	1572	104.938	1572	22.4716	1572	35.1995	1572	57.0178
XM_015831573.1	1580	0	1580	0.603855	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0	1580	0
XM_015831574.1	709	2070.64	709	2270.22	709	1398.37	709	4648.72	709	1421.71	709	16629	709	2910.48	709	5256.84	709	1615.13	709	4932.8	709	2313.76	709	2593.97	709	2553.93	709	2870.22
XM_015831575.1	765	32.6489	765	8.83314	765	5.14418	765	72.2701	765	22.6929	765	253.312	765	35.1503	765	73.0602	765	29.1628	765	0	765	55.3494	765	24.7829	765	28.6519	765	14.9342
XM_015831576.1	700	11.2353	700	5.81135	700	5.34068	700	4.65854	700	9.81331	700	25.6122	700	2.88255	700	4.10804	700	5.36892	700	23.5769	700	4.99495	700	0	700	7.90708	700	56.7036
XM_015831577.1	3204	0.0351363	3204	1.41442	3204	0.069096	3204	0.410543	3204	0.132396	3204	0.704158	3204	0.116605	3204	0	3204	0.262594	3204	0	3204	1.3634	3204	0	3204	0	3204	0
XM_015831578.1	1629	1.09302	1629	0.183174	1629	0.501964	1629	5.12231	1629	13.7301	1629	12.7554	1629	12.6742	1629	13.0824	1629	2.06596	1629	124.112	1629	19.6415	1629	0.93984	1629	16.9234	1629	22.7387
XM_015831579.1	4179	1.62305	4179	0.0223187	4179	0.0523136	4179	0.0564906	4179	0.70179	4179	6.34272	4179	2.38761	4179	5.87489	4179	27.8698	4179	5.67049	4179	12.0662	4179	2.50376	4179	3.53395	4179	5.10652
XM_015831580.1	1200	2.47186	1200	1.81107	1200	7.80971	1200	9.67431	1200	5.35666	1200	27.323	1200	27.8742	1200	34.6466	1200	23.7133	1200	18.2907	1200	33.2438	1200	16.5959	1200	40.153	1200	34.6875
XM_015831581.1	1863	0.0628419	1863	0.210676	1863	0.0618284	1863	0.401303	1863	0	1863	0	1863	0	1863	0	1863	188.1	1863	0	1863	0	1863	0	1863	0	1863	0
XM_015831582.1	1800	0	1800	0	1800	0	1800	0.0694689	1800	0	1800	0	1800	0	1800	0	1800	571.819	1800	0	1800	1.09062	1800	0	1800	0	1800	0
XM_015831583.1	434	1.96013	434	0	434	12.0276	434	2.56111	434	22.1888	434	0	434	17.1973	434	23.6281	434	4.62027	434	0	434	57.7766	434	11.157	434	55.2717	434	4.93074
XM_015831584.1	3144	47.9943	3144	0.480955	3144	0.246706	3144	0.647276	3144	0.297133	3144	0	3144	0.416281	3144	0.298089	3144	0.428592	3144	0.432834	3144	0.324481	3144	1.21476	3144	0.354763	3144	0.558994
XM_015831585.1	1174	74.976	1174	16.6657	1174	38.4747	1174	221.57	1174	124.362	1174	86.3528	1174	84.1828	1174	77.7502	1174	45.8303	1174	27.1735	1174	57.5387	1174	50.2783	1174	69.0297	1174	40.2296
XM_015831586.1	7906	8.01857	7906	3.98359	7906	6.11723	7906	14.4765	7906	9.01698	7906	18.6	7906	9.32044	7906	22.6263	7906	17.3139	7906	18.8898	7906	11.6718	7906	8.03833	7906	10.4173	7906	17.967
XM_015831587.1	2106	83.2477	2106	77.7581	2106	66.6916	2106	136.689	2106	218.016	2106	173.77	2106	187.905	2106	189.152	2106	186.688	2106	99.6945	2106	221.85	2106	215.126	2106	240.159	2106	103.403
XM_015831588.1	3223	4.15526	3223	1.66921	3223	2.23167	3223	40.5762	3223	2.21044	3223	5.79871	3223	3.30275	3223	4.0663	3223	5.4281	3223	16.4493	3223	5.19414	3223	5.09908	3223	5.11571	3223	9.02574
XM_015831589.1	1248	0.576609	1248	3.72352	1248	3.98454	1248	2.41218	1248	3.39304	1248	7.18535	1248	7.6725	1248	7.91338	1248	1.10404	1248	0	1248	2.84824	1248	2.72813	1248	5.49524	1248	4.4183
XM_015831590.1	798	0.504236	798	1.40566	798	0	798	0	798	1.14066	798	0	798	0.409103	798	0	798	0.124861	798	0	798	4.23399	798	0	798	1.95647	798	2.56042
XM_015831591.1	889	2.53847e-09	889	4.4971e-08	889	5.71568e-08	889	7.97481e-09	889	2.77754e-09	889	8.197e-08	889	5.59028e-09	889	1.20352e-08	889	8.29574e-09	889	3.52536e-07	889	1.00895e-08	889	1.15849e-07	889	5.94916e-08	889	5.23538e-08
XM_015831592.1	876	10.7798	876	11.0226	876	20.3708	876	19.7228	876	7.22458	876	33.3072	876	7.79779	876	4.26005	876	21.8177	876	195.888	876	17.6008	876	11.7186	876	13.398	876	102.967
XM_015831593.1	979	127.442	979	8.76062	979	13.6682	979	43.1046	979	15.4871	979	26.0479	979	11.643	979	18.9517	979	56.2795	979	32.8875	979	16.7676	979	12.6196	979	13.7846	979	19.4904
XM_015831594.1	3099	6.9146	3099	5.15786	3099	11.4152	3099	30.2708	3099	10.3396	3099	37.2829	3099	17.5991	3099	35.9365	3099	43.9772	3099	23.2879	3099	16.2826	3099	14.893	3099	20.0254	3099	24.9702
XM_015831595.1	1168	5.95119	1168	0.266937	1168	1.15126	1168	0.680761	1168	4.40571	1168	1.18564	1168	1.3937	1168	2.39623	1168	13.8552	1168	0	1168	0.812942	1168	3.25869	1168	1.66472	1168	0.935172
XM_015831596.1	2065	30.5566	2065	0.258697	2065	0.718327	2065	3.10723	2065	2.09032	2065	7.55371	2065	5.01507	2065	3.71187	2065	2.60028	2065	0	2065	0.90347	2065	1.31026	2065	1.33008	2065	2.99245
XM_015831597.1	1245	283.123	1245	284.602	1245	565.984	1245	389.422	1245	702.702	1245	301.183	1245	466.326	1245	292.396	1245	326.115	1245	170.843	1245	238.143	1245	201.512	1245	257.476	1245	248.691
XM_015831598.1	1425	8.63338	1425	2.92304	1425	39.9921	1425	26.1656	1425	15.6937	1425	26.8877	1425	23.9535	1425	36.9418	1425	37.0988	1425	8.46285	1425	12.5052	1425	23.5018	1425	24.278	1425	20.0013
XM_015831599.1	2546	0	2546	0.0751862	2546	0.485039	2546	0.0476578	2546	0.202738	2546	1.91852	2546	0.0742734	2546	0.930485	2546	9.41175	2546	0	2546	0.173632	2546	0	2546	0	2546	1.89484
XM_015831600.1	1053	0.599964	1053	0.200872	1053	0	1053	0.128237	1053	0.1809	1053	0	1053	0	1053	0	1053	8.84472	1053	0	1053	0.610256	1053	0	1053	0	1053	0
XM_015831601.1	1224	1.00666	1224	0.590075	1224	51.9424	1224	0.322296	1224	0.379386	1224	0	1224	0.330361	1224	1.0329	1224	1.5003	1224	0.238525	1224	0.256977	1224	0	1224	2.17012	1224	0.88673
XM_015831602.1	2078	2.5105	2078	3.92829	2078	15.4763	2078	9.31752	2078	13.2024	2078	8.08374	2078	11.8535	2078	16.52	2078	12.7051	2078	31.3429	2078	9.62883	2078	6.50757	2078	10.0186	2078	17.2149
XM_015831603.1	4271	37.7107	4271	6.60335	4271	0.727509	4271	10.2964	4271	13.2825	4271	10.2372	4271	3.35028	4271	14.0891	4271	44.8623	4271	55.0263	4271	15.1007	4271	12.7166	4271	14.4394	4271	22.9114
XM_015831604.1	3127	12.2566	3127	5.26035	3127	3.68639	3127	4.90162	3127	4.23805	3127	7.32519	3127	3.97721	3127	10.1927	3127	52.1296	3127	17.9339	3127	0.839128	3127	1.69151	3127	3.63922	3127	8.91455
XM_015831605.1	3159	14.3726	3159	1.82447	3159	0.350672	3159	4.50819	3159	2.71456	3159	7.14592	3159	2.15981	3159	3.48514	3159	2.5587	3159	16.5385	3159	8.53295	3159	2.78939	3159	4.02417	3159	16.1302
XM_015831606.1	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0	1508	0
XM_015831607.1	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0
XM_015831608.1	930	2.08787	930	1.8636	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	2.28332	930	0.176316	930	0	930	0	930	0.608928
XM_015831609.1	1328	3.94242	1328	5.29861	1328	17.8723	1328	17.9922	1328	21.6992	1328	18.2529	1328	14.2386	1328	14.5136	1328	34.5847	1328	21.128	1328	10.903	1328	5.64597	1328	7.37714	1328	25.4807
XM_015831610.1	1380	5.35335	1380	7.09412	1380	24.7455	1380	8.81907	1380	10.7343	1380	0	1380	0.53773	1380	0	1380	44.491	1380	6.9144	1380	1.3981	1380	0	1380	1.8896	1380	5.10272
XM_015831611.1	1049	3.97838	1049	12.9647	1049	19.6641	1049	4.09141	1049	6.6996	1049	0.29805	1049	0.239831	1049	0.388145	1049	33.3967	1049	0.268411	1049	2.53641	1049	0.951935	1049	0	1049	5.51609
XM_015831612.1	1048	0	1048	0	1048	0	1048	0	1048	0	1048	1.04093	1048	0.899402	1048	1.33794	1048	0	1048	2.25484	1048	0	1048	3.03943	1048	2.83771	1048	3.65553
XM_015831613.1	1402	21.7253	1402	9.67701	1402	30.297	1402	77.9402	1402	94.7401	1402	52.0772	1402	48.641	1402	29.9858	1402	136.446	1402	37.1304	1402	45.1372	1402	42.5373	1402	45.7197	1402	39.5912
XM_015831614.1	1286	0.0951113	1286	0.477932	1286	16.7625	1286	0.710246	1286	1.64886	1286	4.26176	1286	2.49942	1286	3.12638	1286	26.9394	1286	8.80345	1286	10.8166	1286	10.2398	1286	14.5515	1286	7.12839
XM_015831615.1	1758	2.14327	1758	0.0561295	1758	1.18625	1758	1.71135	1758	1.21151	1758	1.32657	1758	2.8186	1758	5.3968	1758	0.649807	1758	0	1758	2.1518	1758	1.55755	1758	1.84722	1758	1.18709
XM_015831616.1	1291	22.6656	1291	45.8023	1291	37.4219	1291	54.5835	1291	54.9693	1291	15.8956	1291	38.7447	1291	36.8242	1291	73.9886	1291	13.3329	1291	43.1765	1291	29.6359	1291	35.3706	1291	151.314
XM_015831617.1	2370	3.82439	2370	2.02934	2370	2.04739	2370	0.720585	2370	0.401321	2370	2.48248	2370	0.601092	2370	0.200788	2370	2.56723	2370	14.3272	2370	1.49871	2370	1.7605	2370	0.573851	2370	4.84244
XM_015831618.1	2100	0	2100	0	2100	0	2100	0.117342	2100	0	2100	0	2100	0	2100	0	2100	0	2100	16.1731	2100	0.1421	2100	0	2100	0	2100	34.655
XM_015831619.1	1491	13.8351	1491	0.33694	1491	1.10839	1491	1.02862	1491	0	1491	0	1491	0	1491	0	1491	0.419958	1491	83.9749	1491	0.206175	1491	0	1491	0	1491	0
XM_015831620.1	777	56.3168	777	55.9591	777	24.1785	777	27.2266	777	3.27676	777	0	777	0.845341	777	0.351609	777	9.81046	777	66.9538	777	6.12309	777	6.10368	777	6.40153	777	143.973
XM_015831621.1	2177	0.00128142	2177	0	2177	0.260902	2177	0.000505286	2177	0.000112745	2177	0	2177	0	2177	0	2177	0.713051	2177	0	2177	0	2177	10.4587	2177	1.15202	2177	0
XM_015831622.1	2166	1.06549	2166	0	2166	0	2166	0.339877	2166	0.0802844	2166	0	2166	0	2166	0	2166	0	2166	0	2166	0	2166	0	2166	0	2166	0
XM_015831623.1	3001	1.48384	3001	1.25226	3001	5.84927	3001	1.71993	3001	1.13292	3001	0	3001	1.06157	3001	0	3001	9.37636	3001	0	3001	39.8174	3001	0	3001	12.2935	3001	13.9387
XM_015831624.1	2860	0	2860	0.0252844	2860	0	2860	0	2860	0.509653	2860	2.15143	2860	0	2860	2.13993	2860	5.18728	2860	46.1617	2860	2.24271e-07	2860	5.05525	2860	5.3806e-08	2860	0
XM_015831625.1	1281	0	1281	0	1281	0.094065	1281	0	1281	1.87226	1281	5.8852	1281	3.13801	1281	6.08392	1281	1.85143	1281	0.906841	1281	0.366202	1281	8.08058	1281	1.31165	1281	2.94811
XM_015831626.1	898	39.6515	898	0.243048	898	0	898	8.08626	898	0.438029	898	1.59817	898	2.95718	898	1.77273	898	0.756072	898	0	898	0.367521	898	0	898	0	898	13.3293
XM_015831627.1	1803	104.81	1803	9.1169	1803	0.897299	1803	0.624072	1803	0.196379	1803	0.368872	1803	3.33359	1803	1.88487	1803	1.70163	1803	24.0185	1803	0.669939	1803	3.19965	1803	1.15526	1803	1.588
XM_015831628.1	1062	0.237585	1062	13.4236	1062	0.234048	1062	0.253885	1062	0.089545	1062	0	1062	0	1062	0	1062	0	1062	2.79995	1062	0	1062	0	1062	0	1062	0.260757
XM_015831629.1	375	45.8242	375	7.04046	375	8.88141	375	4.36683	375	8.64603	375	9.80215	375	16.533	375	16.2029	375	26.38	375	0	375	24.8297	375	1.15404	375	27.7411	375	14.3893
XM_015831630.1	1614	0.957074	1614	0.123376	1614	0.144903	1614	5.48919	1614	0.332927	1614	0	1614	0.728162	1614	0	1614	6.53635	1614	1.05498	1614	2.64552	1614	4.367	1614	0.289768	1614	3.74697
XM_015831631.1	2647	68.6918	2647	5.22964	2647	7.40256	2647	6.30861	2647	6.25627	2647	1.96456	2647	9.01647	2647	6.51883	2647	13.9144	2647	10.6771	2647	13.6086	2647	9.62371	2647	11.0566	2647	13.2074
XM_015831632.1	793	337.635	793	12.7508	793	13.8703	793	6.72282	793	2.2994	793	12.4757	793	3.43545	793	4.11586	793	8.0538	793	12.5952	793	5.54635	793	0.85087	793	7.22911	793	19.5351
XM_015831633.1	2395	43.3204	2395	37.7248	2395	57.6258	2395	70.8417	2395	30.9164	2395	17.7318	2395	41.0147	2395	33.6561	2395	44.0134	2395	49.0734	2395	21.4903	2395	13.8041	2395	21.0911	2395	74.597
XM_015831634.1	3393	13.5738	3393	0.533287	3393	1.14577	3393	3.68902	3393	4.47852	3393	2.93823	3393	9.06036	3393	10.4602	3393	3.61989	3393	9.86852	3393	13.8413	3393	5.77872	3393	7.04576	3393	19.0068
XM_015831635.1	505	0.311425	505	0.259727	505	1.84867	505	2.02361	505	0.469935	505	0	505	1.97535	505	0	505	0.459842	505	35.4924	505	1.52671	505	0	505	0	505	0
XM_015831636.1	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0	525	0
XM_015831637.1	1516	0.86846	1516	0.0661458	1516	0.233118	1516	0.67301	1516	10.8301	1516	2.89133	1516	13.1328	1516	20.0152	1516	1.41336	1516	1.50612	1516	28.846	1516	8.74224	1516	26.8575	1516	0.872695
XM_015831638.1	6371	6.5067	6371	0.75099	6371	2.96073	6371	128.611	6371	8.14619	6371	45.8417	6371	14.9271	6371	29.494	6371	31.9426	6371	86.5354	6371	64.5581	6371	31.6717	6371	41.2814	6371	86.5794
