Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015428574.1	490	286.857	490	46.6531	490	20.5804	490	9.12226	490	0	490	33.5977	490	112.64	490	6.10185	490	95.6554	490	99.2068	490	71.0168	490	43.934	490	89.8807
XM_015428575.1	451	0	451	0	451	0	451	0	451	0	451	0	451	0	451	0	451	0	451	0	451	0	451	0	451	0
XM_015428576.1	1065	12.0232	1065	13.8864	1065	0	1065	0	1065	0	1065	0	1065	0	1065	0	1065	0	1065	0	1065	0	1065	0	1065	67.2043
XM_015428577.1	437	0	437	0	437	0	437	0	437	0	437	0	437	0	437	0	437	0	437	0	437	0	437	0	437	0
XM_015428578.1	766	0	766	0	766	0	766	0	766	0	766	0	766	0	766	0	766	0	766	0	766	0	766	0	766	0
XM_015428579.1	858	0	858	0	858	0	858	0	858	0	858	0	858	0	858	0	858	0	858	0	858	0	858	0	858	0
XM_015428580.1	3393	0	3393	0	3393	0	3393	0.13453	3393	0	3393	0	3393	0	3393	0	3393	0	3393	0	3393	0	3393	0	3393	0
XM_015428581.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015428582.1	285	0	285	0	285	0	285	0	285	0	285	0	285	0	285	0	285	0	285	0	285	0	285	0	285	0
XM_015428583.1	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0
XM_015428584.1	538	0	538	0	538	0	538	0	538	0	538	0	538	0	538	0	538	0	538	0	538	0	538	0	538	0
XM_015428585.1	423	0	423	0	423	0	423	0	423	0	423	0	423	0	423	0	423	0	423	0	423	0	423	0	423	0
XM_015428586.1	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0	1793	0
XM_015428587.1	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0	1195	0
XM_015428588.1	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0	837	0
XM_015428589.1	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0	1590	0
XM_015428590.1	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0	753	0
XM_015428591.1	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	138.013	339	0	339	0	339	0	339	0	339	0
XM_015428592.1	239	0	239	0	239	0	239	0	239	0	239	0	239	0	239	0	239	0	239	0	239	0	239	0	239	0
XM_015428593.1	364	0	364	0	364	0	364	0	364	0	364	0	364	0	364	0	364	0	364	0	364	0	364	0	364	0
XM_015428594.1	582	0	582	0	582	0	582	0	582	0	582	0	582	0	582	0	582	0	582	0	582	0	582	0	582	0
XM_015428595.1	466	0	466	0	466	1.96568	466	0	466	0	466	0	466	0	466	270.502	466	0	466	0	466	0	466	0	466	0
XM_015428596.1	522	0	522	0	522	0	522	0	522	0	522	0	522	0	522	0	522	0	522	0	522	0	522	0	522	0
XM_015428597.1	602	0	602	0	602	0	602	0.976311	602	0	602	0	602	0	602	0	602	0	602	0	602	0	602	0	602	0
XM_015428598.1	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0	1206	0
XM_015428599.1	949	0.725214	949	8.33594	949	0.760618	949	7.13896	949	0	949	0.620744	949	7.31925	949	12.4389	949	0	949	19.1863	949	5.16834	949	17.6875	949	0
XM_015428600.1	412	4.24298	412	0	412	0	412	5.09395	412	22.3827	412	18.1849	412	42.7937	412	9.22331	412	0	412	6.98228	412	0	412	0	412	0
XM_015428601.1	441	0	441	0	441	0	441	0	441	0	441	0	441	0	441	0	441	0	441	0	441	0	441	0	441	0
XM_015428602.1	633	234.078	633	124.193	633	12372.9	633	5269.91	633	2.86297	633	26.2751	633	52.5496	633	5694.26	633	31766.8	633	1589.99	633	946.893	633	3501.07	633	109.56
XM_015428603.1	680	2.19324	680	1.14579	680	0	680	0	680	0	680	0	680	0	680	0	680	0	680	0	680	0	680	0	680	0
XM_015428604.1	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0	1675	0
XM_015428605.1	712	0	712	0	712	0	712	0	712	0	712	0	712	0	712	0	712	0	712	0	712	0	712	0	712	0
XM_015428606.1	2035	0	2035	0	2035	0	2035	0	2035	0	2035	0	2035	0	2035	0.278506	2035	0	2035	0	2035	0	2035	0	2035	0
XM_015428607.1	937	0	937	0	937	0	937	0	937	0	937	0	937	0	937	0	937	0	937	0	937	0	937	0	937	0
XM_015428608.1	534	0.173039	534	0	534	0	534	2.27502	534	0	534	0	534	6.58009	534	14.7196	534	0	534	31.1427	534	0	534	9.31604	534	4.75297
XM_015428609.1	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	0	500	46.5481	500	0	500	0	500	0	500	0
XM_015428610.1	542	0	542	0	542	0	542	0	542	0	542	0	542	0	542	0	542	0	542	0	542	0	542	0	542	0
XM_015428611.1	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0	1251	0
XM_015428612.1	298	0	298	0	298	0	298	0	298	0	298	0	298	0	298	0	298	303.347	298	0	298	0	298	0	298	0
XM_015428613.1	810	0	810	0	810	0	810	0	810	0	810	0	810	0	810	0	810	0	810	0	810	0	810	0	810	0
XM_015428614.1	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0	966	0
XM_015428615.1	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0	1792	0
XM_015428616.1	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0
XM_015428617.1	651	0	651	0	651	0	651	0	651	0	651	0	651	0	651	0	651	0	651	0	651	0	651	0	651	0
XM_015428618.1	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0	1302	0
XM_015428619.1	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0	1140	0
XM_015428620.1	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0
XM_015428621.1	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0
XM_015428622.1	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0	1346	0
XM_015428623.1	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0	1681	0
XM_015428624.1	391	0	391	0	391	0	391	0	391	0	391	0	391	0	391	0	391	0	391	0	391	0	391	0	391	0
XM_015428625.1	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0
XM_015428626.1	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0	1059	0
XM_015428627.1	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0
XM_015428628.1	360	0	360	0	360	0	360	0	360	0	360	0	360	0	360	0	360	0	360	0	360	0	360	0	360	0
XM_015428629.1	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0	1257	0
XM_015428630.1	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0	1944	0
XM_015428631.1	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0
XM_015428632.1	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0	1271	0
XM_015428633.1	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0	1047	0
XM_015428634.1	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0	1051	0
XM_015428635.1	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0	1038	0
XM_015428636.1	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0	2030	0
XM_015428637.1	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0	1304	0
XM_015428638.1	497	0	497	0	497	0	497	15.2757	497	0	497	0	497	0	497	31.1371	497	65.0383	497	0	497	0	497	13.8116	497	0
XM_015428639.1	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0	1028	0
XM_015428640.1	1066	0	1066	0	1066	0	1066	0	1066	0	1066	0.288398	1066	18.8925	1066	0	1066	0	1066	4.70653	1066	22.6204	1066	5.43465	1066	0
XM_015428641.1	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0	969	0
XM_015428642.1	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0	1940	0
XM_015428643.1	258	0	258	4.50399	258	194.341	258	1056.69	258	35.4251	258	761.765	258	823.778	258	458.418	258	0	258	731.625	258	64.5982	258	433.8	258	580.219
XM_015428644.1	1013	26.1745	1013	37.871	1013	42.207	1013	17.785	1013	27.4483	1013	33.382	1013	27.1489	1013	33.3536	1013	27.0154	1013	17.7938	1013	11.5981	1013	10.4341	1013	21.3541
XM_015428645.1	417	4.16259	417	3.48383	417	1.79376	417	8.63173	417	87.5976	417	21.84	417	27.8713	417	30.1522	417	0	417	15.6175	417	73.3067	417	26.728	417	0
XM_015428646.1	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0	379	0
XM_015428647.1	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0	1386	0
XM_015428648.1	355	0	355	0	355	4.8418	355	0	355	0	355	0	355	11.1329	355	11.1461	355	36.1835	355	28.0222	355	0	355	86.5987	355	40.4789
XM_015428649.1	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0	2026	0
XM_015428650.1	1074	31.8882	1074	59.6855	1074	0.741711	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0
XM_015428651.1	277	0	277	0	277	0	277	0	277	0	277	0	277	0	277	0	277	0	277	0	277	0	277	0	277	0
XM_015428652.1	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0	1237	0
XM_015428653.1	504	1.64893	504	1.41449	504	129.367	504	205.146	504	0	504	363.399	504	64.375	504	423.677	504	69.0829	504	499.809	504	67.6495	504	113.713	504	274.777
XM_015428654.1	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0	2009	0
XM_015428655.1	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0	993	0
XM_015428656.1	312	0	312	7.56906	312	0	312	0	312	0	312	0	312	0	312	0	312	397.516	312	0	312	0	312	0	312	0
XM_015428657.1	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	0	417	204.432
XM_015428658.1	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0
XM_015428659.1	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0	1325	0
XM_015428660.1	731	0	731	0	731	0	731	0	731	0	731	0	731	0	731	0	731	0	731	0	731	0	731	0	731	0
XM_015428661.1	997	0	997	0	997	0	997	0	997	0	997	0	997	0	997	0	997	0	997	0	997	0	997	0	997	0
XM_015428662.1	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0	1931	0
XM_015428663.1	502	0	502	0	502	0	502	0	502	0	502	0	502	0	502	0	502	17.948	502	0	502	0	502	0	502	0
XM_015428664.1	1028	2.77348	1028	9.28427	1028	0.691272	1028	3.06981	1028	0	1028	2.26358	1028	16.0164	1028	20.0224	1028	0	1028	2.38749	1028	0	1028	0	1028	0
XM_015428665.1	988	0	988	0	988	0	988	0	988	0	988	0	988	0	988	0	988	0	988	0	988	0	988	0	988	0
XM_015428666.1	443	0	443	0	443	0	443	0	443	0	443	0	443	0	443	0	443	0	443	0	443	0	443	0	443	0
XM_015428667.1	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0	1859	0
XM_015428668.1	1241	0	1241	0	1241	3.88409	1241	2.00681	1241	8.74627	1241	76.3212	1241	32.3445	1241	2.88164	1241	0	1241	48.5989	1241	25.4208	1241	43.769	1241	42.389
XM_015428669.1	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0	1029	0
XM_015428670.1	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0
XM_015428671.1	359	0	359	0	359	111.592	359	23.4783	359	0	359	40.3955	359	0	359	159.634	359	0	359	150.461	359	0	359	111.3	359	55.523
XM_015428672.1	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0	1104	0
XM_015428673.1	774	0	774	0	774	0	774	0	774	0	774	0	774	0	774	0	774	0	774	0	774	0	774	0	774	0
XM_015428674.1	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0	1103	0
XM_015428675.1	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0	1872	0
XM_015428676.1	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0	1068	0
XM_015428677.1	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0	1181	0
XM_015428678.1	425	0	425	0	425	0	425	0	425	0	425	0	425	0	425	0	425	0	425	0	425	0	425	0	425	0
XM_015428679.1	595	0	595	0	595	0	595	0	595	0	595	0	595	0	595	0	595	0	595	0	595	0	595	0	595	0
XM_015428680.1	984	0	984	0	984	0	984	0	984	0	984	0	984	0	984	0	984	0	984	0	984	0	984	0	984	0
XM_015428681.1	438	0	438	0	438	0	438	0	438	0	438	0	438	0	438	0	438	0	438	0	438	0	438	0	438	0
XM_015428682.1	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0	1062	0
XM_015428683.1	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0	1772	0
XM_015428684.1	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0	1093	0
XM_015428685.1	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0	1142	0
XM_015428686.1	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0
XM_015428687.1	420	0	420	0	420	0	420	0	420	0	420	0	420	0	420	0	420	0	420	0	420	0	420	0	420	0
XM_015428688.1	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0
XM_015428689.1	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0	1867	0
XM_015428690.1	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0	1076	0
XM_015428691.1	570	0	570	0	570	0	570	0	570	0	570	0	570	0	570	30.9597	570	0	570	0	570	0	570	0	570	0
XM_015428692.1	926	0	926	0	926	0	926	0	926	0	926	0	926	0	926	0	926	0	926	0	926	0	926	0	926	0
XM_015428693.1	1071	2.51462	1071	1.31386	1071	7.90305	1071	1.90373	1071	0	1071	0	1071	11.4617	1071	5.11601	1071	207.181	1071	7.30429	1071	0	1071	11.1848	1071	18.3628
XM_015428694.1	956	0	956	0	956	0	956	0	956	0	956	0	956	0	956	0	956	0	956	0	956	0	956	0	956	0
XM_015428695.1	292	0	292	0	292	0	292	0	292	0	292	0	292	14.9677	292	0	292	0	292	18.1748	292	0	292	0	292	0
XM_015428696.1	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0	1629	0
XM_015428697.1	398	0	398	0	398	0	398	0	398	0	398	0	398	0	398	0	398	0	398	0	398	0	398	0	398	0
XM_015428698.1	336	0	336	0	336	0	336	0	336	0	336	0	336	0	336	0	336	0	336	0	336	0	336	0	336	0
XM_015428699.1	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	0	339	0
XM_015428700.1	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0	1034	0
XM_015428701.1	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0	1023	0
XM_015428702.1	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0
XM_015428703.1	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0	1402	0
XM_015428704.1	348	0	348	0	348	0	348	0	348	0	348	0	348	0	348	0	348	0	348	0	348	0	348	0	348	0
XM_015428705.1	846	0	846	2.29621	846	8.67851	846	4.38769	846	0	846	4.97376	846	23.4537	846	23.2986	846	0	846	14.8702	846	0	846	35.5768	846	31.7961
XM_015428706.1	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0	551	0
XM_015428707.1	540	0	540	0	540	0	540	0	540	0	540	0	540	0	540	0	540	0	540	0	540	0	540	0	540	0
XM_015428708.1	417	4.38783	417	4.58243	417	7.02087	417	1.66568	417	0	417	30.3709	417	29.4286	417	23.2118	417	0	417	3.43024	417	0	417	4.65339	417	60.777
XM_015428709.1	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0
XM_015428710.1	995	0	995	0	995	0	995	0	995	0	995	0	995	0	995	0	995	0	995	0	995	0	995	0	995	0
XM_015428711.1	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0
XM_015428712.1	411	0	411	0	411	0	411	0	411	0	411	0	411	0	411	0	411	0	411	0	411	0	411	0	411	0
XM_015428713.1	624	0	624	0	624	0	624	0	624	0	624	0	624	0	624	0	624	0	624	0	624	0	624	0	624	0
XM_015428714.1	523	0	523	0	523	0	523	0	523	4.05456	523	1.30038	523	0	523	0	523	0	523	0	523	0	523	0	523	0
XM_015428715.1	948	0	948	0	948	0	948	0	948	0	948	0	948	0	948	0	948	0	948	0	948	0	948	0	948	0
XM_015428716.1	655	0	655	0	655	0	655	0	655	0	655	0	655	0	655	1.03205	655	0	655	0	655	0	655	0	655	0
XM_015428717.1	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	0
XM_015428718.1	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0
XM_015428719.1	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0
XM_015428720.1	248	0	248	0	248	0	248	0	248	0	248	0	248	0	248	0	248	0	248	0	248	0	248	0	248	0
XM_015428721.1	3781	1.27071	3781	0.664029	3781	3.14419	3781	0.480521	3781	0	3781	0	3781	0	3781	10.8576	3781	0	3781	4.29866	3781	1.54962	3781	0.358547	3781	0.42886
XM_015428722.1	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0	1279	0
XM_015428723.1	922	0	922	3.92238	922	0	922	1.13702	922	0	922	3.21006	922	0	922	1.35485	922	16.3983	922	7.44054	922	0	922	0	922	0
XM_015428724.1	476	0	476	0	476	0	476	0	476	0	476	0	476	0	476	0	476	0	476	0	476	0	476	0	476	0
XM_015428725.1	266	0	266	0	266	0	266	0	266	0	266	0	266	0	266	0	266	0	266	0	266	0	266	0	266	0
XM_015428726.1	404	0	404	0	404	0	404	0	404	0	404	0	404	0	404	0	404	0	404	0	404	0	404	0	404	0
XM_015428727.1	504	0	504	0	504	0	504	0	504	0	504	0	504	0	504	0	504	0	504	0	504	0	504	0	504	0
XM_015428728.1	1048	9.67264	1048	1.34768	1048	1.35135	1048	0.488205	1048	0	1048	0	1048	0	1048	4.66339	1048	0	1048	0	1048	6.15005	1048	0	1048	0
XM_015428729.1	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0	634	0
XM_015428730.1	433	0	433	0	433	0	433	0	433	0	433	0	433	0	433	0	433	0	433	0	433	0	433	0	433	0
XM_015428731.1	569	0	569	0	569	0	569	0	569	0	569	0	569	0	569	0	569	0	569	0	569	0	569	0	569	0
XM_015428732.1	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0
XM_015428733.1	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0	960	0
XM_015428734.1	274	79.7643	274	253.587	274	515.344	274	511.01	274	81.416	274	688.81	274	225.691	274	1251.18	274	0	274	864.725	274	0	274	379.185	274	1135.82
XM_015428735.1	935	0	935	0	935	0	935	0	935	0	935	0	935	0	935	0	935	0	935	0	935	0	935	0	935	0
XM_015428736.1	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0	933	0
XM_015428737.1	819	2.60142	819	0	819	0	819	0	819	0	819	0	819	0	819	0	819	0	819	0	819	16.3729	819	0	819	0
XM_015428738.1	2240	5.52446	2240	11.2584	2240	6.33986	2240	75.0168	2240	51.6441	2240	45.403	2240	39.6899	2240	94.2201	2240	28.8092	2240	54.4053	2240	40.1996	2240	54.6648	2240	72.04
XM_015428739.1	812	0	812	0	812	0.920817	812	23.8977	812	2.36134	812	15.6695	812	7.03652	812	0	812	0	812	38.8931	812	2.06754	812	17.4057	812	53.0634
XM_015428740.1	835	1.81554	835	0	835	0	835	45.3934	835	454.465	835	166.285	835	354.932	835	93.6929	835	0	835	227.815	835	146.152	835	340.4	835	120.055
XM_015428741.1	725	0	725	0	725	0	725	0	725	0	725	0	725	0	725	0	725	0	725	0	725	0	725	0	725	0
XM_015428742.1	254	0	254	0	254	0	254	0	254	0	254	0	254	0	254	0	254	0	254	0	254	0	254	0	254	0
XM_015428743.1	296	0	296	0	296	0	296	0	296	0	296	88.112	296	0	296	0	296	60.8781	296	0	296	0	296	0	296	194.83
XM_015428744.1	510	3.24224	510	0	510	0	510	0	510	0	510	0	510	0	510	4.32576	510	0	510	0	510	0	510	0	510	0
XM_015428745.1	916	0	916	0	916	0	916	0	916	0	916	0	916	0	916	0	916	0	916	0	916	0	916	0	916	0
XM_015428746.1	330	3.26301	330	3.40657	330	0	330	0	330	108.894	330	110.628	330	157.411	330	0	330	31.9981	330	0	330	0	330	0	330	0
XM_015428747.1	2450	0.25095	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0	2450	0
XM_015428748.1	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0	951	0
XM_015428749.1	597	0	597	0	597	0	597	0	597	0	597	0	597	0	597	0	597	0	597	0	597	0	597	0	597	0
XM_015428750.1	345	0	345	0	345	0	345	0	345	0	345	0	345	0	345	0	345	92.585	345	0	345	0	345	0	345	0
XM_015428751.1	669	0	669	0	669	0	669	0	669	0	669	0	669	0	669	0	669	0	669	0	669	0	669	0	669	0
XM_015428752.1	528	0	528	0	528	0	528	0	528	0	528	0	528	0	528	0	528	0	528	0	528	0	528	0	528	0
XM_015428753.1	518	0	518	0	518	0	518	0	518	0	518	0	518	0	518	0	518	0	518	0	518	0	518	0	518	0
XM_015428754.1	828	0	828	0	828	0	828	0	828	0	828	0	828	0	828	0	828	0	828	0	828	0	828	0	828	0
XM_015428755.1	536	0	536	0	536	0	536	0	536	0	536	0	536	0	536	0	536	0	536	0	536	0	536	0	536	0
XM_015428756.1	258	0	258	0	258	0	258	0	258	0	258	0	258	0	258	0	258	0	258	0	258	0	258	0	258	0
XM_015428757.1	2116	118.943	2116	16.5741	2116	11.6454	2116	17.1079	2116	26.1981	2116	37.778	2116	62.0525	2116	31.7802	2116	0	2116	33.1017	2116	16.3707	2116	23.1035	2116	53.662
XM_015428758.1	341	0	341	3.20981	341	0	341	0	341	0	341	0	341	0	341	0	341	1113.41	341	0	341	0	341	0	341	0
XM_015428759.1	871	0	871	0	871	0	871	0	871	0	871	0	871	0	871	0	871	0	871	0	871	0	871	0	871	0
XM_015428760.1	375	0	375	0	375	0	375	0	375	0	375	0	375	0	375	0	375	0	375	0	375	0	375	0	375	0
XM_015428761.1	804	0	804	0	804	0	804	0	804	0	804	0	804	0	804	0	804	0	804	0	804	0	804	0	804	0
XM_015428762.1	795	0	795	0	795	0	795	0	795	0	795	0	795	0	795	0	795	0	795	0	795	0	795	0	795	0
XM_015428763.1	708	0	708	0	708	0	708	0	708	0	708	0	708	0	708	0	708	0	708	0	708	0	708	0	708	0
XM_015428764.1	752	0	752	0	752	0	752	0	752	0	752	0	752	0	752	0	752	0	752	0	752	0	752	0	752	5.06222
XM_015428765.1	562	0	562	0	562	0	562	1.89803	562	0	562	0	562	0	562	0	562	0	562	0	562	0	562	0	562	0
XM_015428766.1	544	0	544	0	544	0	544	0	544	0	544	0	544	0	544	0	544	0	544	0	544	0	544	0	544	0
XM_015428767.1	706	0	706	0	706	0	706	0	706	0	706	0	706	0	706	0	706	0	706	0	706	0	706	0	706	0
XM_015428768.1	390	0	390	0	390	0	390	0	390	0	390	0	390	0	390	0	390	0	390	0	390	0	390	0	390	0
XM_015428769.1	339	14.6125	339	28.249	339	0	339	459.018	339	0	339	0	339	327.48	339	280.818	339	0	339	0	339	206.734	339	0	339	0
XM_015428770.1	452	0	452	0	452	0	452	0	452	0	452	0	452	0	452	0	452	0	452	0	452	0	452	0	452	0
XM_015428771.1	281	0	281	0	281	0	281	0	281	0	281	0	281	0	281	0	281	0	281	0	281	0	281	0	281	0
XM_015428772.1	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0	762	0
XM_015428773.1	679	0	679	0	679	0	679	0	679	0	679	0	679	0	679	0	679	0	679	0	679	0	679	0	679	0
XM_015428774.1	489	0	489	0	489	0	489	0	489	0	489	0	489	0	489	0	489	0	489	0	489	0	489	0	489	0
