GeneName	ALA_eye_FPKM	ALA_vno_FPKM	ALA_tailA2_FPKM	ALAjuv_tailA2_FPKM	ALAjuv_tailB5_FPKM	ALAjuv_body_FPKM	ATEN_tailA2_FPKM	ATEN_tailB5_FPKM	ATEN_body_FPKM	NSC_vno_FPKM	BRH_vno_FPKM	HMAJ_heart_FPKM	HMAJ_testis_FPKM
GALNT13	9.18	0	1.76	2.35	0	0	0	0	0	15.44	0	0	2.79
THNSL1	5.62	8.33	0.84	1.58	1.37	0.67	2.64	0.6	3.4	3.64	0	3.99	113.45
plekha7	74.72	1.64	0.18	0	0	0	0	0	0	0	0	0	0.56
L345_08648	106.21	18.57	3	3.37	11.45	0	0	1.54	5.12	19.96	0	0	72.35
PPIP5K2	7.52	2.32	4.85	3.72	2.49	2.89	15.1	4.59	15.81	11.36	7.31	2.34	52.48
L345_08651	1.29	3.08	0	0	0	0	0	0	0	27.04	0	0	2.12
NCF4	0.79	0.65	0	0.77	0	0	0	0	0	5.7	0	2.21	0.89
ACCN1	37.85	3.78	0.7	0.32	0	0	0	0	0	5.84	0	0	27.34
ARHGEF2	5.58	2.1	0	0	0	0	0	0.89	0	0	0	5.39	2.87
SNRK	18.77	15.51	3.53	14.66	7.21	10.48	4.45	5.75	16.27	3.82	0	4.47	21.88
ANO10	30.42	25.66	9.84	8.15	3.99	2.1	19.56	9.31	12.79	20.69	32.35	32.52	61.26
ABHD5	34.94	20.09	11	37.08	21.36	27.28	33.29	34.67	26.29	5.45	10.79	3.85	4.12
LRIG2	15.94	1.41	5.95	9.06	3.7	6.07	6.82	3.26	12.6	7.04	0	3.08	0.82
Slc16a1	27.87	0.66	1.69	1.15	0.67	1.06	4.25	2.72	1.83	1.7	0	13.5	1.11
L345_08658	37.03	1.89	10.35	18.85	8.26	17.99	18.11	13.93	45.54	53.74	0	8.05	0.65
L345_08659	10.77	0	2.82	3.34	0	5.87	0	1.91	0	19.19	0	3.73	0
PTPRQ	0.1	0	0	0.17	0	0	0	0	0	0	0	0	0
CSF2RB	0.72	0.52	0	1.58	0	0	0	0	0	6.22	0	1.1	6.04
OTOGL	0.29	0	0	0.72	0	0	0	0	0	0	0	0	0
OTOGL	0.06	0	0	6.47	10.1	0.97	2.68	0	0	0	0	0	0.15
Sspo	0	0	0	1.64	0	0	0.7	0	0	0	2.83	0	0
RPS16	3208.84	8763.6	13789.23	1664.25	1013.78	1723.72	699.58	3052.62	1714.12	1537.13	2117.79	4570.55	1879.1
PPP1R12A	5.1	0	3.58	32.04	0	0	0	4.07	0	0	0	14.19	0
L345_08673	0	0	0	0	0	0	0	0	0	0	0	0	0
infB	0	1.64	0	0	0	0	0	0	0	0	0	0	94.49
dotA	0.09	0	0	0	0	0	0	0	0	0	0	0	0
TMEM107	0.32	0	0	0	0	0.12	0.95	0.06	0	0	0	0	1.53
EBNA1	0.06	0	0	0.15	0	0	0	0.45	0	0	0	0	0.17
Tst	0.06	6.82	0.14	0.13	0	0	0	0	0	82.06	12.41	2.81	1933.82
PER2	25.61	50.15	16.14	39.21	29.8	39.8	33.91	133.16	82.57	133.59	18.17	58.15	22.93
CYLC2	0	0.19	0	0	0	0	0	0	0	0	0	0	0
Rbm25	0.91	0.69	0	0	0	0	0	0	0	0	0	0.12	0
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08672	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H1E	0	0	1.09	1.92	0	0	0	5.11	0	0	0	0	30.14
L345_08671	0.77	7.6	4.94	3.93	0	0	9.98	4.5	29.09	0	0	3.27	13.04
L345_08666	2.52	4.27	11.13	8.69	0	0	0	0	0	0	0	14.72	5.87
dotA	0	0	0	0	0	0	0	0	0	0	0	0	0
MPST	22.26	257.83	77.42	44.37	44.84	57.42	19.1	18.01	13.58	37.96	51.1	29.26	2.49
CYLC2	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08687	0	0	0	0	0	0	0	0	0	0	0	0	0
RH42	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF20	0	0	0	0	0	0	0	0	0	0	0	0	0
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
RH21	0	0	0	0	0	0	0	0	0	0	0	0	0
MNN4	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08690	0	0	0	0	0	0	0	0	0	0	0	0	0
GLB1	0	0	0	0	0	0	0	0	0	0	0	0	0
dotA	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD17	1.95	3.62	7	19.16	10.21	9.01	8.7	4.46	13.77	81.34	5.39	1.54	0.62
Cntnap5b	28.27	0.28	0	0	2.76	0	0	0	0	3.92	0	0.12	1.05
EZH1	30.25	0.71	4.56	16.82	18	11.4	10.41	10.95	29.81	8.98	5.18	13.69	1.46
RAMP2	4.98	2.45	8.68	44.59	43.65	57.32	37.16	9.34	17.96	6.41	8.59	79.08	0.63
L345_08694	1.25	0	1.19	0	0	5.82	0	0	1.56	0	0	0	0
Slc12a7	191.31	25.52	2.69	5.88	6.15	5.28	15.87	3.36	4.52	26.41	4.55	62.17	5.27
L345_08696	0	0	0	0	0	0	0	0	0	0	0	0	0
uafA	0.06	0.22	0	0	0	0	0	0	0	0	0	0.09	221.72
NOLC1	48.74	40.68	37.69	36.03	38.1	53.43	216.06	151.86	201.46	64.88	0	37.99	32.72
Cd74	64.49	169.19	35.17	82.14	1.75	22.67	9.01	5.41	16.17	526.5	174.91	71.05	4.36
Emx2	2.17	276.39	0	18.9	0	15.19	0	6.17	8.15	25.15	67.34	0	0
L345_00085	0	82.56	2.24	0	0	0	0	0	0	14.86	78.46	2.96	890.15
Tmprss6	0	1.84	0	0.42	0	0	0	0	0	2.76	12.99	0	2.68
PDZD8	29.63	6.99	5.36	9.46	5.7	6.83	21.84	4.64	15.52	25.99	1.41	4.31	153.73
Slc18a2	6.95	0	0	0.25	0	0	0	0	0	0	0	0	0.28
L345_08702	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk18	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX1	2.89	0	0	0	0	0	0	0	0	0	0	0	0
L345_08706	2.27	0	0	0	0	0	0	0	0	0	0	0	10.51
L345_08707	1.19	0	0	0	0	0	0	0	0	0	0	0	4.62
AFF3	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	2.5	0	0	0	0	0	0	0	0	2.32	0	0.68	0
Aff3	2.75	0.51	0	0	0	0	0	0	0	0	0	0.65	1.57
IL2RB	0	1.57	0	0.47	0	0	0	0	0	2.29	0	1.34	13.99
REV1	24.33	33.74	14.24	14.71	12.44	17.13	28.58	18.55	21.32	27.22	86.8	16.01	30.47
EIF5B	63.23	43.73	41.11	91.12	109.31	97	235.54	203.58	137.59	151.19	140.61	35.33	19.37
TXNDC9	159.69	209.45	79.38	27.78	57.03	32.67	148.78	34.48	71.28	114.97	80.81	125.85	148.19
L345_08708	13.15	71.42	8.51	6.9	8.84	0	0	0.7	0	159.42	123.77	45.7	83.98
MRPL30	505.12	676.03	464.04	24.22	31.75	66.66	53.63	92.25	45.59	104.51	25.06	321.5	187.52
Mitd1	102.72	257.45	164.24	36.87	31.87	35.76	45.43	76.35	9.64	42.61	189.29	95.63	29.61
LIPT1	32.37	104.5	41.87	15.9	2.09	10.09	22.36	18.04	13.89	3.2	0	9.69	13.71
TSGA10	3.6	4.52	1.03	0.65	0	1.14	1.35	0.25	0	4.24	37.35	4.07	148.53
L345_08716	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08709	20.62	32.56	0.21	0.6	0	0.14	1.67	0.15	2.14	66.64	25.12	0.14	2.23
CXXC5	83.15	5.73	3.17	2.42	0	0	0	0	0	4.77	0	14.66	31.94
ANKAR	0	0	0	0	0	0	0	0	0	0	0	0	20.76
ASNSD1	22.79	17.03	13.99	5.7	8.83	7.31	5.94	12.75	12.3	5.27	7.32	12.5	12.26
wdr75	21.08	31.52	15.3	10.36	6.1	10.89	60.3	46.76	39.77	34.57	13.73	22.66	7.25
Slc40a1	306.9	8.82	22.72	164.09	108.91	185.99	21.31	3.74	10.8	83.44	203.64	92.86	6.04
TUSC3	135.26	245.18	0.27	0	0	0	0	0	0	5.01	13.01	0.72	13.26
ZNHIT6	45.81	68.26	111.2	43.26	115.44	99.97	269.51	127.47	135.8	126.12	110.32	63.22	19.48
CYR61	51.05	1001.1	9.75	70.24	34.03	72.31	10.71	18.25	22.77	27.13	31.42	43.29	11.09
ITGA6	4.37	2.68	11.3	29.1	26.15	13.78	21.59	8.03	23.21	16.88	2.81	1.39	0.61
PDK1	58.11	28.47	30.01	55.86	40.89	57.54	22.3	30.81	16.44	49.2	2.29	52.6	7.09
PPP1R9A	24.19	24.86	13.48	15.73	0	9.04	22.17	26.18	7.97	46.92	235.56	29.71	39.49
PCM1	36.51	31.4	15.31	18.85	12.84	18.09	49.36	22.46	37.43	49.36	174.06	9.21	125.06
CDH9	8.62	0.49	0.16	0.15	0	0.42	0	0	0	0	0	0	0.68
CBLN4	14.45	2.36	0	0	0	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08734	56.16	96.91	135.3	48.91	20.39	48.6	11.37	31.89	19.61	19.75	0	26.76	7.16
aurka-b	3.48	4.23	27.23	2.54	16.38	7.19	40.58	26.67	27.66	2.78	0	1.2	54.96
CSTF1	54.6	96.72	28.38	15.77	16.21	11.66	26.75	32.46	21.65	10.83	57.93	20.93	179.9
CASS4	22.42	4.76	12.37	4.41	2.26	5.75	2.91	4.24	5.53	5.91	17.34	8.91	9.12
GCNT7	7.69	8.41	0.32	1.19	0	0	0	0	0	13.67	25.83	4.64	0
Endov	4.23	3.79	1.96	0.9	0	0.64	0	0	0.69	2.96	0	0	0
Nptx1	115.02	0.45	0	0	0	0	0	0	0	0	0	0	3.08
FGL1	0.18	1.52	1.97	1.81	0	1.28	0	0.69	0	0	0	1.3	31.83
SSNA1	0	0	0	0	0	0	0	0	0	0	0	0	0
EFHB	3.95	3.7	0	1.02	0	0	0	0	0.94	13.06	43.93	0	116.33
RAB5A	7.05	2.64	2.69	9.05	7.03	7.66	10	6	7.63	4.89	8.23	0.57	1.41
PP2D1	0.47	0.32	0.2	0	0	0	0	0	0	0	7.86	0.27	35.85
Kat2b	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT2B	23.15	3.39	3.18	10.29	5.64	9	4.68	4.27	7.75	4.61	0	6.04	5.07
sgol1	0.09	2.04	4.83	2.68	2.67	7	18.31	14.61	26.25	1.02	0	0	15.86
ST6GALNAC5	27.41	1.11	0.72	0.65	0	1.83	0	0.49	0	0	0	0	6.1
ST6GALNAC3	2.82	0	0	0	0	0	0	0	7.08	0	0	0	0
L345_08751	0	0	0	0	0	0	0	0	0	0	0	0	0
mtus1	6.5	0.28	1.6	5.02	2.53	3.08	1.86	1.91	7.45	10.18	3.44	2.82	0
HTR4	12.12	0.55	0	0	0	0	0	0.76	0	0	0	0	0
SPACA1	11.47	0	0.97	0	0	0	0	0	0	0	0	0	279.96
CNR1	12.85	0	0	0	0	0	0	0	0	0	0	0	0.28
TMEM200A	28.15	23.81	0.29	5.95	0	2.68	0	2.68	0	11.11	0	21.44	0.31
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41	26.8	3.54	1.71	78.44	26.49	38.55	14.65	2.57	8.69	30.34	11.8	0.57	10.45
CTGF	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAU1AP	127.49	142.85	171.45	126.84	102.28	146.1	106.71	158.82	165.18	131.15	55.34	174.49	116.48
L345_08757	0.4	0.79	0.13	0	0	0	0	0	0	0	0	0.17	0
RAB39B	0.7	0	13.3	45.94	20.58	35.86	3.78	14.62	5.24	9.01	0	1.95	0
MTUS1	31.32	41.8	20.01	45.9	14.75	21.2	8.15	10.41	14.49	29.15	3.35	20.31	481.51
TAF12	67.91	32.68	49.47	48.54	91.87	49.01	147.43	29.48	54.77	31.27	49.58	33.68	165.92
DCBLD1	19.38	9.51	1.23	3.78	0	0.53	0	4.03	0	38.54	0	14.6	2.61
Gmeb1	0.38	0	0	0.93	0	0	0	0	0	0	0	0	0
YTHDF2	32.61	23.34	21.89	42.25	33.67	27.11	65.35	52.18	51.63	62.21	89.21	16.75	27.49
PCDH18	7.77	6.55	1.81	4.48	0.82	3.78	0	0.58	0	2.51	4.42	2.52	1.17
rpl18-b	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2	19.78	0	0	0	0	0	0	1.12	0	0	0	0	0
L345_08768	0.3	0	0	0	0	0	0	0	0	0	0	0	5.48
DAAM2	7.41	0.49	1.57	17.11	2.15	4.93	3.06	1.44	3.36	3.76	8.21	3.19	1.23
Mocs1	3.41	1.03	5.94	13.08	6.39	16.76	7.8	3.2	16.26	15.61	15.22	0.65	0.18
PDGFRL	102.03	35.33	46.28	62.68	55.69	67.55	8.58	7.12	13.76	33.01	106.04	14.81	8.72
L345_08775	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEA3	2.23	0.65	6.74	15.96	17.5	12.1	7.49	13.05	0.59	30.71	13.88	15.6	2.68
ASAP3	6.67	5.53	4.67	10.86	4.56	4.63	6.76	11.64	7.45	27.36	1.63	2.65	57.19
E2F2	0.14	0.57	0	0	0	0	0	0.26	0	0	0	0	0.78
CATSPER4	0	0	0	0	0	0	0	0	0	0	0	0.91	198.07
RUNX3	1.26	7.25	0	13.35	72.78	4.64	0	0	0	10.97	0	0	0
RAB4A	114.46	95.03	34.86	55.08	33.65	16.53	66.89	35.71	27.62	85.71	82.91	32.45	132.21
L345_08782	13.47	2.89	0	3.11	0	0	0	2.37	0	0	0	2.48	3.97
ACTA1	29.87	34.06	26.75	15.63	47116.82	7173.99	7407.87	8.75	1265.18	17.3	79.86	8083.97	6.92
NUP133	23.58	29.16	13.22	9.16	13.89	5.67	73.78	42.35	35.29	26.47	13.03	7.34	44.63
SLC7A2	1.61	0.81	23.55	39.2	18.98	19.76	12.89	5.41	28.9	0	12.56	0.69	0
ABCB10	26.08	2.76	11.11	6.47	6.29	5.02	6.37	4.61	13.76	17.49	10.71	7.64	3.07
TAF5L	5.55	1.27	6.95	4.81	1.24	5.44	6.94	4.1	15.93	2.53	21.73	1.35	0.22
URB2	11.48	2.04	9.59	5.05	1.28	2.79	10.47	8.25	17.17	7.98	1.36	2.74	1.83
GALNT2	31.65	13.71	4.75	13.61	0.46	8.12	14.75	6.64	3.26	46.81	0	3.89	2.17
PGBD5	19.16	9.1	0.98	2.52	0	0	0	0	0	15.81	21.15	0	0.26
COG2	50.54	42.87	18.06	12.91	17.08	12.97	15.08	23.68	9.81	60.2	52.87	18.64	29.65
AGT	0.63	3.81	1.91	6.64	0	0	0	0	0	0	0	0.72	0.29
TTC7B	42.18	10.45	0.84	0.48	0	0.22	3.09	2.66	3.41	5.74	3.27	8.68	5.19
RPS6KA5	4.68	2.3	1.92	1.54	4.83	1.58	9.35	0.85	1.29	1.15	6.48	0.78	9.12
L345_08788	11.04	3.32	5.81	8.57	1.84	10.9	3.16	9.13	5.24	0	5.84	2.02	3.9
MTMR7	19.2	2.27	0.73	3.96	2.23	3.66	0	0.52	1.59	0	0	0	0.39
Pde4d	0.43	0	0	0	0	0	0	0	0	0	0	0	0
Pde4d	3.78	0	0	0	0	0	0	0	0	0	0	0	0
PDE4D	29.02	5.07	2.77	18.61	20.28	13	0	0.36	0	16.26	0	6.65	6.68
RAB3C	5.86	17.99	0	0	0	0	0	0	0	0	0	0	43.32
Rapgef2	30.64	3.71	2.61	12.19	10.43	12.49	15.79	4.4	11.01	14.14	28.43	2.39	14.85
FNIP2	8.74	22.78	16.04	10.21	11.54	5.72	17.21	12.48	15.68	14.04	0	3.65	6.13
ARPC4	157.35	176.72	384.55	130.14	67.95	137.35	149.89	160.14	72.92	96.53	63.86	177.4	84.09
TADA3	12.71	2.35	8.85	9.94	3.5	7.46	5.63	10.35	18.35	8.33	73.92	7.13	24.3
Camk1	4.52	4.56	1	3.26	1.4	2.45	1.41	1.57	1	5.04	1.74	47.39	3.76
OGG1	18.41	1.68	1.8	4.35	0	1.42	8.3	1.53	0.51	0	0	3.81	0.38
Adcy5	16.19	10.35	1.67	3.6	2.85	1.49	1.96	1.41	3.51	12.13	15.41	15.79	15.45
VPS37A	17.07	6.81	5.77	49.01	90.12	38.35	48.71	6.11	19.95	11.4	56.74	4.58	6.87
BRPF1	12.4	167.46	8.75	23.17	22.28	23.84	24.99	30.91	29.37	32.4	23.6	13.45	29.41
OLFM1	185.15	265.03	34.01	20.11	18.72	43.44	28.01	48.77	2.71	18.04	88.14	18	2.39
OLFM1	0.37	0	0	0	0	0	0	0	0	0	0	0	0
OLFM1	119.73	234.16	13.05	43.51	43.57	60.47	6.74	31.25	30.21	9.19	6.27	12.72	18.95
PMPCA	76.96	99.54	148.16	45.71	55.01	44.5	0	99.05	46.03	88.25	0	149.38	48.68
INPP5E	28.51	8.97	15.06	15.14	3.76	16.76	4.31	23.21	20.84	24.56	5.98	7.37	24.78
SEC16A	9.88	9.39	2.37	28.82	20.99	18.67	12.39	18.55	13.07	72.36	0	6.57	42.22
SEC16A	6.99	0	0	6.55	0	13.8	0	2.49	6.56	0	0	1.67	20.03
SEC16A	3.09	0.52	0.34	13.79	0	13.74	4.32	3.34	9.59	9.27	0	1.78	3.22
SEC16A	1.65	0.59	0.77	9.06	0	4.45	6.07	4.14	1.49	5.96	0	0.51	3.12
CNOT7	16.11	2.27	8.77	6.27	4.78	3.79	23.3	5.12	9.56	20.6	0	2.58	23.27
notch1	6.66	18.18	21.28	34.12	19.37	55.6	19.3	70.78	131.89	49.87	0	6.26	0
notch1	1.33	0.38	1.48	2.78	0	6.22	0	3.35	4.96	1.14	0	1.31	0
SWP2	0	0	0	0	0	0	0	0	0	0	0	0	0
nefl	0	0	0	0	0	0	0	0	0	0	0	0	0
Snca	90.48	209.63	8	17.55	0	20.81	0	13.37	18.16	77.67	46.32	19.04	3.38
L345_08817	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGB1	0	0	0	0	0	0	0	0	0	0	0	0	0
Brsk2	23.78	3.26	0	0.33	0	0.7	0	0	0	1.08	0	0	2.23
TMBIM4	202.88	70.9	65.38	103.77	74.66	117.93	152.87	85.35	139.66	149.56	77.42	31.94	28.41
L345_08820	11.48	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc2	20.11	0	0	0	0	0	0	0	0	0	18.01	0	3.61
L345_08821	28.86	22.13	11.91	6.41	0	2.01	0	3.8	0	3.51	0	7.35	13.47
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08823	0	0	0	0	0	0	0	0	0	0	0	0	0
EPS8	4.61	1.72	1.58	1.78	1.27	1.03	0.96	1.64	1.57	3.13	1.88	0.37	3.8
PTPRO	134.27	38.27	2.1	5.29	7.19	0	2.63	0.37	0	11.87	0	3.47	7.81
L345_08826	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08827	1.72	0	0	0	85.47	0	0	1.69	0	0	0	15.1	6.02
RBM25	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08829	9.51	0	0	0	0	0	7.63	2.4	0	0	0	0	4.62
GCNT2	4.09	68.01	0.9	27.09	8.02	14.13	16.01	3.49	10.81	745.8	551.34	7.18	0.48
EFHA2	51.15	7.45	0.48	0.44	0	0	0	0	0	0	0	1.27	1.53
tmem14c	124.04	131.03	316.77	20.95	0	14.25	0	29.71	16.42	27.3	0	103.43	2.56
MAK	52.38	6.42	7.19	4.74	0	1.2	9.42	3.1	7.54	29.22	163.71	3.33	271.34
GCM2	0	0	0	0	0	0	0	0	0	0	0	0	0.51
SYCP2L	1.71	0.49	0	0	0	0	0	0	0	0	0	0	3.05
ELOVL2	55.04	1.48	0	0	0	0	0	0	0	0.49	0	0	10.8
Slc15a1	0.11	0.65	23.72	1270.97	599.05	677.55	25.61	2.1	0.81	2.16	8.79	0	0
DOCK9	23.6	16.94	7.63	104.91	14.91	31.67	29.21	8.66	16.31	18.22	18.06	5.61	5.43
RPS3	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM4C	19.09	12.08	7.78	25.1	10.24	12.35	5.11	10.37	3.52	18.61	12.6	7.29	6.89
SMCHD1	4.8	0	1.74	1.3	0	0	0	0.74	3.97	81.02	0	7.38	1.48
YAP1	29.76	2.55	11.1	46.76	19.54	25.78	39.71	11.29	48.77	36.86	42.62	6.52	880.27
Smchd1	2.25	0.51	0.65	0.91	3.27	0	0	0	0	13.51	0	4.32	0.35
Emilin2	18.19	3.05	2.09	11.15	9.64	8.6	2.07	3.3	3.43	6.72	0	1.38	0.28
LPIN2	29.87	0.82	1.85	0.75	0	0.88	2.79	0.19	2.69	9.86	0	0.52	8
Myom1	41.56	0.32	0.07	0.26	60.61	8.47	13.63	0.1	4.5	4.38	18.11	290.79	1.23
L345_08845	0.13	0	0	0	0	0	0	0	0	0	0	0	0.37
L345_08841	963.92	3056.91	1029.46	1192.34	1294.92	1399.12	1422.85	1217.45	894.53	1730.98	3214.32	2714.59	1857.99
L345_08840	13.01	47.21	60.72	56.52	48.68	59.35	97.16	99.16	92.98	83.72	98.8	11.66	3.23
DLGAP1	4.33	0	0	0	0	0	0	0	0	0	0	0.5	2.8
RHOU	68.72	5.02	3.25	15.2	33.94	8.01	0	5.79	20.05	6.25	0	11.46	5.74
SOX9	83	2.69	4.85	44.81	53.95	52.86	219.55	55.98	108.95	574.16	446.22	0.46	5.89
L345_00892	28.68	48.25	6.23	11.37	5.51	0	0	9.06	0	7.65	0	17.22	278.12
KRT19	0	0	0	0	0	0	0	0	0	0	0	0	0.29
KRT14	9.06	492.18	79.6	51.92	35.42	62.31	525.39	120.22	33.98	242.86	429.08	1.07	8.14
UCK1	18.17	9.1	11.77	17.34	0	8.54	53.38	7.26	28.81	45.6	0	2.59	1.04
DAM1	0	0	0	2.7	0	0	0	0	0	0	0	0	0
L345_08863	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF1	20.23	3.54	5.13	35.77	31.62	51.39	28.83	18.53	30.74	28.21	21.14	5.52	0.2
lig1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF1	3.69	0	0	1.95	0	3.66	0	3.46	0	1.07	42.53	0	0
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrbp1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM9	243.92	50.9	31.07	25.98	18.85	12.57	21.8	14.23	18.42	34.7	0	13.3	157.89
nop58	0	0	0	0	0	0	0	0	0	0	0	0	0
MED27	46.02	35.05	79.62	19.62	49.01	39.51	43.54	26.16	70.14	31.1	0	47.5	45.53
ddx20	0.99	0	0	0	0	0	0	0	0	0	0	0	0
L345_08877	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08866	0	0	0	0	0	0	0	0	0	0	0	0	0
NTNG2	5.69	0	0	0	0	0	0	0	0	0	0	0	0
L345_08875	0	0	0	0	0	0	0	0	0	0	0	0	0
Srst	0.17	0	0	0	0	0	0	0	0	0	0	0	0
L345_08867	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08868	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_00896	77.65	100.74	37.72	3.14	0	30.57	0	26.36	82.43	20.67	0	0	6.6
NTNG2	233.17	0	1.36	3.68	0	3.46	0	0	0	3.03	0	16.15	0
HMGN5	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntng2	60.14	0	0	1.06	0	0	0	0.81	0	0	0	3.22	0
Setx	1.94	0.45	1.5	6.22	4.53	4.6	3.85	3.94	5.67	10.13	1.42	2.37	0.8
TTF1	2.19	0.47	0.9	2.52	3.61	3.96	3.1	8.11	19.29	9.66	0	1.19	0.96
Ttf1	1.12	0	1.78	2.09	0	0	1.74	1.91	0	2.4	0	0.29	1.18
dotA	0	3.63	0	0	0	0	0	0	0	10.62	0	0	61.1
L345_08878	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL3L	24.62	13.62	6.66	4.8	195.97	31.55	3.9	4.95	6.05	0.93	0	11.6	137.25
NDUFB10	936.39	1115.65	470.19	288.51	474.54	405.33	507.07	842.79	320.53	203.31	2237.17	1201.7	1426.01
L345_00890	18.19	0	7.23	0	0	0	0	0	0	0	0	12.36	2.22
RPS2	1156.47	4308.8	8361.01	5447.61	7446.92	8359.64	12963.91	12777.71	11207.72	3556.46	3308.29	2917.68	1088.65
Tbl3	69.39	59.05	38.57	33.97	34.39	28.93	69.88	109.15	84.17	56.9	6.83	38.59	111.68
Noxo1	0.59	6.19	0	2.86	8	1.62	0	0	0	127.49	0	0	35.86
Gfer	20.34	3.72	9.6	2.15	12.15	7.07	0	16.39	20.66	31.83	21.63	12.7	63.63
Lpar3	6.78	1.15	0.74	2.75	0	1.46	0	0	0	12.44	59.69	0	0
SSX2IP	74.01	17.65	4.5	5.2	7.46	4.55	4.11	2.45	3.41	19.12	0	7.69	303.72
VTG2	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFPM2	5.49	0	0	0	0	0	0	0	0	0	0	20.87	12.46
ch25h	12.29	64.01	2.83	2.3	0	12.83	0	1.79	0	15.99	0	1.29	0
L345_08891	7.69	9.45	0.29	2.8	0	0	0	0	0	0.1	0	0.61	0
L345_00886	19.71	13.52	5.82	3.28	0	0	8.88	0.5	0	0	0	22.13	10.03
CDH17	0.27	0	0	0	0	0	0	0	0	0	2.48	0	0.36
GEM	4.08	11.48	0.99	3.63	0	6.41	0	0.35	0	2.24	9.22	5.88	1.05
RAD54B	15.69	5.19	3.9	2.75	1.37	2.39	3.24	5.47	7.47	11.28	11.43	4.42	9
RAD54B	9.3	0	2.51	0	52.81	0	0	0	0	0	0	9.96	2.65
RNF41	24.5	0	1.7	1.55	0	0	0	0.39	3.94	2.55	0	1.5	0.6
rps20	2644.25	11166.24	16435.84	2473.06	2769.12	2349.83	3769.61	3456.07	3873.76	2925.32	4957.37	11971.19	2115.71
MOS	0.58	0	0	0	0	0	0	0	0	0	0	0.5	0.4
PLAG1	4.42	1.78	0.86	1.88	0	1.52	0	0	0	0.44	0	0.38	1.53
chchd7	6.94	8.16	7.76	2.31	2.58	5.59	8.33	5.84	5.73	2.57	0	6.63	13.33
Sdr16c5	12.35	2.44	1.48	0.53	0	0	0.49	1.18	1.56	5.87	1.6	3.67	0.64
CACNB3	87.58	0.86	0.55	2.34	0	0	7.18	0.99	3.58	22.6	13.29	12.48	0
IGFN1	1.46	0.68	0	0.48	0.78	0.51	1.34	0.14	1.75	0.49	0	0.08	7.49
PENK	240.24	8.14	0	0	0	0	0	0	0	0	0	0	1.67
DNMT3B	35.04	59.48	31.59	51.11	40.52	58.63	64.91	84.66	99.18	86.09	64.63	56.06	38.23
MLK4	4.69	17.34	18.3	25.31	20.75	16.53	37.14	28.33	26.49	21.69	36.54	1.83	8.32
PCNXL2	3.32	0	0	0	0	0	0	0	0	0	0	0	0
PCNXL2	7.24	2.01	0.08	0.31	1	0.11	0	0.29	0	0	0	0	3
CANT1	32.69	24.66	20.94	18.27	10.65	15.38	12.82	12.29	10.61	41.91	54.16	7.62	17.06
Endou	0.67	0.93	2.99	4.36	0	0.77	52	2.49	0	0.9	0	1.58	0
NEUROD4	52.95	0.63	0	0	0	0	0	0	0	0	0	0	0.43
ERC2	3.42	5.71	0	0	0	0	0	0	0	0	0	0	0
TTLL12	48.46	76.13	34.29	31.92	39.88	33.95	49.74	48.74	89.34	62.98	104.49	18.18	15.82
Pkp1	3.83	5.15	136.86	907.94	496.72	616.25	552.31	206.17	716.07	64.83	43.99	0	0
TSPO	178.16	462.52	636.2	249.81	78.11	266.12	198.3	416.47	445.43	187.48	225.75	133.25	37.03
L345_08916	0	0	0	0	0	0	0	0	0	0	0	0	0
